,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Console_Product,Filtered_Publisher,Global_Sales (zeros)
667,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,Xbox,Microsoft Game Studios,False
668,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ Nordic,0.92,0.0,0.01,1.41,2.34,Playstation,THQ Nordic,False
669,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.15,0.55,0.47,0.17,2.34,Nintendo,Nintendo,False
670,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,Playstation,Capcom,False
671,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.95,0.15,0.0,0.24,2.34,Xbox,Take-Two Interactive,False
672,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22,2.34,Xbox,Microsoft Game Studios,False
673,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.18,0.9,0.0,0.24,2.32,Nintendo,Ubisoft,False
674,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32,Nintendo,Nintendo,False
675,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,Playstation,Take-Two Interactive,False
676,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,Playstation,Electronic Arts,False
677,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31,Playstation,Electronic Arts,False
678,Chrono Trigger,SNES,1995,Role-Playing,Square Enix,0.28,0.0,2.02,0.01,2.31,Nintendo,Square Enix,False
679,Guild Wars 2,PC,2012,Action,NCSoft,0.96,1.07,0.0,0.27,2.31,PC,Other,False
680,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31,Playstation,Other,False
681,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.41,0.64,0.14,2.3,Nintendo,Nintendo,False
682,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.51,0.45,1.21,0.13,2.3,Nintendo,Nintendo,False
683,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,Playstation,Warner Bros. Interactive Entertainment,False
684,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0.0,0.13,2.29,PC,Eidos Interactive,False
685,Yokai Watch Busters,3DS,2015,Action,Level 5,0.0,0.0,2.29,0.0,2.29,Nintendo,Other,False
686,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0.0,0.36,2.29,Playstation,Other,False
687,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,Xbox,Electronic Arts,False
688,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,Playstation,Konami Digital Entertainment,False
689,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,Nintendo,Nintendo,False
690,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,Playstation,Electronic Arts,False
691,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,0.99,0.0,0.22,2.28,Nintendo,Warner Bros. Interactive Entertainment,False
692,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0.0,0.2,2.28,Xbox,Electronic Arts,False
693,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.94,0.53,0.62,0.18,2.28,Nintendo,Nintendo,False
694,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2.0,0.02,0.18,2.28,Playstation,Codemasters,False
695,Dead Island,PS3,2011,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,Playstation,Deep Silver,False
696,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,Nintendo,Nintendo,False
697,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,Nintendo,Nintendo,False
698,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.6,0.0,0.31,2.26,Playstation,Sega,False
699,Far Cry: Primal,PS4,2016,Action,Ubisoft,0.6,1.25,0.06,0.35,2.26,Playstation,Ubisoft,False
700,Battlefield 1,XOne,2016,Shooter,Electronic Arts,1.28,0.77,0.0,0.2,2.25,Xbox,Electronic Arts,False
701,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,Playstation,Capcom,False
702,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25,Playstation,Other,False
703,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,Nintendo,Nintendo,False
704,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,Playstation,Electronic Arts,False
705,God of War: Ascension,PS3,2013,Action,Sony Interactive Entertainment,1.23,0.63,0.04,0.35,2.25,Playstation,Sony Interactive Entertainment,False
706,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,Playstation,Activision,False
707,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,Nintendo,Sega,False
708,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.05,0.91,0.04,0.24,2.24,Nintendo,Sega,False
709,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.52,0.54,0.0,0.18,2.24,Nintendo,Ubisoft,False
710,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24,Nintendo,Nintendo,False
711,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.48,0.55,0.0,0.21,2.23,Xbox,Ubisoft,False
712,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,Nintendo,Vivendi Games,False
713,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.5,0.91,0.31,2.23,Playstation,Square Enix,False
714,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.98,0.06,0.0,0.19,2.23,Xbox,Electronic Arts,False
715,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23,Nintendo,Konami Digital Entertainment,False
716,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0.0,0.28,2.23,Playstation,Konami Digital Entertainment,False
717,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,Playstation,Take-Two Interactive,False
718,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,Playstation,Ubisoft,False
719,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.65,0.4,1.05,0.11,2.22,Nintendo,Nintendo,False
720,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.79,0.0,0.19,2.22,Xbox,Warner Bros. Interactive Entertainment,False
721,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1.0,0.63,0.45,0.13,2.22,Nintendo,Nintendo,False
722,Resident Evil 4,Wii,2007,Action,Capcom,1.32,0.56,0.14,0.2,2.22,Nintendo,Capcom,False
723,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,Playstation,Ubisoft,False
724,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.85,0.0,0.35,2.21,Playstation,Other,False
725,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21,Playstation,Capcom,False
726,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0.0,0.02,2.2,Atari,Other,False
727,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2,Xbox,Activision,False
728,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,2.2,Xbox,Microsoft Game Studios,False
729,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,Xbox,Electronic Arts,False
730,Pro Yakyuu Family Stadium,NES,1986,Sports,Bandai Namco Entertainment,0.15,0.0,2.05,0.0,2.2,Nintendo,Bandai Namco Entertainment,False
731,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,Nintendo,Nintendo,False
732,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.96,0.0,0.21,2.2,Xbox,Electronic Arts,False
733,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.4,0.59,0.0,0.2,2.2,Nintendo,Activision,False
734,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.54,0.02,0.19,2.2,Xbox,Take-Two Interactive,False
735,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.9,0.0,0.23,2.2,Nintendo,Disney Interactive Studios,False
736,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,Xbox,Activision,False
737,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19,Nintendo,Nintendo,False
738,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,Nintendo,Nintendo,False
739,Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0.0,0.4,2.19,Playstation,Electronic Arts,False
740,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33,2.19,Playstation,Konami Digital Entertainment,False
741,Saints Row,X360,2006,Action,THQ Nordic,1.17,0.77,0.02,0.22,2.18,Xbox,THQ Nordic,False
742,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18,Nintendo,Konami Digital Entertainment,False
743,ATV Offroad Fury 2,PS2,2002,Racing,THQ Nordic,1.92,0.2,0.0,0.06,2.18,Playstation,THQ Nordic,False
744,FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.42,0.0,0.16,2.18,Xbox,Electronic Arts,False
745,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17,Nintendo,Nintendo,False
746,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17,Nintendo,Nintendo,False
747,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17,Nintendo,Nintendo,False
748,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.29,0.68,0.0,0.2,2.16,Xbox,Ubisoft,False
749,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,Xbox,Square Enix,False
750,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16,PC,Electronic Arts,False
751,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.67,0.3,0.02,0.18,2.16,Nintendo,Warner Bros. Interactive Entertainment,False
752,Sonic Unleashed,Wii,2008,Platform,Sega,1.26,0.67,0.02,0.21,2.16,Nintendo,Sega,False
753,Syphon Filter 2,PS,2000,Shooter,Sony Interactive Entertainment,1.5,0.55,0.02,0.08,2.15,Playstation,Sony Interactive Entertainment,False
754,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.28,0.03,0.73,0.12,2.15,Nintendo,Nintendo,False
755,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15,Nintendo,Nintendo,False
756,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.21,0.75,0.0,0.19,2.15,Nintendo,Activision,False
757,Overwatch,PS4,2016,Shooter,Activision,0.81,0.85,0.15,0.33,2.14,Playstation,Activision,False
758,Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,Playstation,Square Enix,False
759,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0.0,0.1,2.14,PC,Other,False
760,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,Nintendo,Nintendo,False
761,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,Nintendo,Nintendo,False
762,Mahjong,NES,1983,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,Nintendo,Nintendo,False
763,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13,Atari,Other,False
764,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.02,0.0,0.59,2.13,Playstation,Activision,False
765,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13,Playstation,Konami Digital Entertainment,False
766,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,Square Enix,0.82,0.37,0.89,0.05,2.13,Nintendo,Square Enix,False
767,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.49,0.46,0.0,0.18,2.12,Nintendo,Ubisoft,False
768,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,Xbox,Microsoft Game Studios,False
769,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,Nintendo,Nintendo,False
770,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,Playstation,Take-Two Interactive,False
771,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0.0,0.03,2.11,Nintendo,Activision,False
772,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,Playstation,Electronic Arts,False
773,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.33,0.4,0.26,2.11,Playstation,Konami Digital Entertainment,False
774,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,Playstation,Tecmo Koei,False
775,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,Playstation,Take-Two Interactive,False
776,Parasite Eve,PS,1998,Role-Playing,Square Enix,0.94,0.07,1.05,0.04,2.1,Playstation,Square Enix,False
777,Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,Nintendo,Nintendo,False
778,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,Xbox,Microsoft Game Studios,False
779,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ Nordic,1.17,0.72,0.0,0.22,2.1,Playstation,THQ Nordic,False
780,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,Playstation,Electronic Arts,False
781,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16,2.1,Xbox,Warner Bros. Interactive Entertainment,False
782,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.6,0.0,0.29,2.09,Playstation,Take-Two Interactive,False
783,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,Playstation,Capcom,False
784,Derby Stallion,PS,1997,Sports,ASCII Entertainment,0.0,0.0,1.96,0.14,2.09,Playstation,Other,False
785,NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,Xbox,Take-Two Interactive,False
786,Finding Nemo,PS2,2003,Action,THQ Nordic,1.26,0.6,0.05,0.18,2.09,Playstation,THQ Nordic,False
787,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.96,0.67,0.12,0.34,2.09,Playstation,Warner Bros. Interactive Entertainment,False
788,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.25,0.45,1.33,0.05,2.09,Nintendo,Nintendo,False
789,Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2,2.08,Xbox,Capcom,False
790,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08,PC,Activision,False
791,Tetris Worlds,PS2,2002,Puzzle,THQ Nordic,1.11,0.71,0.0,0.27,2.08,Playstation,THQ Nordic,False
792,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,Nintendo,Square Enix,False
793,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08,PC,Electronic Arts,False
794,Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,Nintendo,Nintendo,False
795,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0.0,0.11,2.08,PC,Activision,False
796,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.58,0.46,0.14,2.08,Nintendo,Nintendo,False
797,Portal 2,X360,2011,Shooter,Valve,1.41,0.49,0.01,0.17,2.08,Xbox,Other,False
798,Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,Nintendo,Nintendo,False
799,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,Playstation,Electronic Arts,False
800,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07,Playstation,Take-Two Interactive,False
801,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0.0,0.22,2.07,Nintendo,Electronic Arts,False
802,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0.0,0.19,2.07,Nintendo,Konami Digital Entertainment,False
803,DriveClub,PS4,2014,Racing,Sony Interactive Entertainment,0.36,1.38,0.02,0.31,2.07,Playstation,Sony Interactive Entertainment,False
804,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07,Nintendo,Konami Digital Entertainment,False
805,UFC 2009 Undisputed,X360,2009,Fighting,THQ Nordic,1.48,0.39,0.0,0.19,2.06,Xbox,THQ Nordic,False
806,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,Playstation,Konami Digital Entertainment,False
807,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,Nintendo,Nintendo,False
808,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0.0,0.0,0.12,2.06,Nintendo,Other,False
809,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,Nintendo,Nintendo,False
810,The Incredibles,GBA,2004,Action,THQ Nordic,1.15,0.77,0.04,0.1,2.06,Nintendo,THQ Nordic,False
811,R4: Ridge Racer Type 4,PS,1998,Racing,Bandai Namco Entertainment,0.68,0.46,0.79,0.13,2.06,Playstation,Bandai Namco Entertainment,False
812,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,Playstation,Square Enix,False
813,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,Xbox,Ubisoft,False
814,SoulCalibur II,PS2,2003,Fighting,Bandai Namco Entertainment,1.06,0.62,0.13,0.25,2.06,Playstation,Bandai Namco Entertainment,False
815,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,Xbox,Electronic Arts,False
816,Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,Nintendo,Other,False
817,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.6,0.96,0.13,0.36,2.05,Playstation,Take-Two Interactive,False
818,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.77,0.06,0.0,0.22,2.05,Xbox,Electronic Arts,False
819,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.0,0.05,0.38,2.05,Playstation,Electronic Arts,False
820,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,Nintendo,Disney Interactive Studios,False
821,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,Sega,Other,False
822,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Interactive Entertainment,1.74,0.02,0.0,0.28,2.04,Playstation,Sony Interactive Entertainment,False
823,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,Playstation,Ubisoft,False
824,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,Playstation,Electronic Arts,False
825,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,Nintendo,Nintendo,False
826,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,Xbox,Microsoft Game Studios,False
827,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,Xbox,Microsoft Game Studios,False
828,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,Nintendo,Nintendo,False
829,Carnival Games,DS,2008,Misc,Take-Two Interactive,1.21,0.63,0.0,0.19,2.03,Nintendo,Take-Two Interactive,False
830,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,Playstation,Electronic Arts,False
831,Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,Xbox,Activision,False
832,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0.0,0.23,2.03,Nintendo,Ubisoft,False
833,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0.0,2.02,Nintendo,Nintendo,False
834,Dark Souls,PS3,2011,Role-Playing,Bandai Namco Entertainment,0.75,0.51,0.54,0.22,2.02,Playstation,Bandai Namco Entertainment,False
835,Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0.0,0.16,2.02,Xbox,Ubisoft,False
836,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.19,2.02,Xbox,Electronic Arts,False
837,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,Nintendo,Nintendo,False
838,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,Playstation,Electronic Arts,False
839,Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0.0,0.17,2.01,Nintendo,Ubisoft,False
840,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,Playstation,Electronic Arts,False
841,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0,Nintendo,Nintendo,False
842,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0.0,0.29,2.0,Playstation,Electronic Arts,False
843,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0.0,0.23,2.0,Playstation,Midway Games,False
844,TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0.0,0.24,2.0,Nintendo,Midway Games,False
845,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,Playstation,Activision,False
846,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,Nintendo,Nintendo,False
847,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,Nintendo,Electronic Arts,False
848,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,Nintendo,Square Enix,False
849,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0.0,0.32,1.98,Playstation,Electronic Arts,False
850,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,Nintendo,Nintendo,False
851,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,Playstation,Electronic Arts,False
852,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,Playstation,Electronic Arts,False
853,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,Playstation,Other,False
854,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,Playstation,Capcom,False
855,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0.0,0.02,1.97,Atari,Atari,False
856,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Interactive Entertainment,0.5,0.5,0.63,0.33,1.96,Playstation,Sony Interactive Entertainment,False
857,Minecraft,PSV,2014,Misc,Sony Interactive Entertainment,0.18,0.64,0.9,0.24,1.96,Playstation,Sony Interactive Entertainment,False
858,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,Nintendo,Nintendo,False
859,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,Nintendo,Nintendo,False
